hcpcs,mod,description,code,payment,wrvu,pervu,indicator,pervu,indicator,rvu,total,total,ind,days,op,op,op,proc,surg,surg,surg,surg,base,factor,procedures,flag,indicator,amount,amount,amount
3512F,,Syph scrng docd as done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35121,,Repair defect of artery,A,,31.52,9.95,NA,9.95,,6.93,48.40,48.40,0,090,0.09,0.84,0.07,2,1,2,0,0,,35.8228,09,0,99,0.00,0.00,0.00
35122,,Repair artery rupture belly,A,,37.89,16.83,NA,16.83,,7.73,62.45,62.45,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3513F,,Hep b scrng docd as done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35131,,Repair defect of artery,A,,26.40,8.83,NA,8.83,,5.83,41.06,41.06,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35132,,Repair artery rupture groin,A,,32.57,8.76,NA,8.76,,7.12,48.45,48.45,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3514F,,Hep c scrng docd as done,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35141,,Repair defect of artery,A,,20.91,7.22,NA,7.22,,4.62,32.75,32.75,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35142,,Repair artery rupture thigh,A,,25.16,8.56,NA,8.56,,5.53,39.25,39.25,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3515F,,Pt has docd immun to hep c,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35151,,Repair defect of artery,A,,23.72,7.89,NA,7.89,,5.23,36.84,36.84,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35152,,Repair ruptd popliteal art,A,,27.66,7.72,NA,7.72,,6.28,41.66,41.66,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3517F,,Hbv assess&results intrp 1yr,M,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35180,,Repair blood vessel lesion,A,,15.10,8.22,NA,8.22,,3.42,26.74,26.74,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35182,,Repair blood vessel lesion,A,,31.71,12.79,NA,12.79,,6.46,50.96,50.96,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35184,,Repair blood vessel lesion,A,,18.82,7.72,NA,7.72,,3.83,30.37,30.37,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35188,,Repair blood vessel lesion,A,,18.00,13.11,NA,13.11,,3.68,34.79,34.79,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35189,,Repair blood vessel lesion,A,,29.98,8.22,NA,8.22,,7.17,45.37,45.37,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35190,,Repair blood vessel lesion,A,,13.42,5.92,NA,5.92,,2.93,22.27,22.27,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3520F,,Cdifficile testing performed,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35201,,Repair blood vessel lesion,A,,16.93,7.28,NA,7.28,,3.60,27.81,27.81,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35206,,Repair blood vessel lesion,A,,13.84,5.99,NA,5.99,,2.93,22.76,22.76,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35207,,Repair blood vessel lesion,A,,10.94,8.75,NA,8.75,,1.85,21.54,21.54,0,090,0.09,0.84,0.07,2,1,1,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35211,,Repair blood vessel lesion,A,,24.58,10.24,NA,10.24,,5.65,40.47,40.47,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35216,,Repair blood vessel lesion,A,,36.61,15.20,NA,15.20,,8.26,60.07,60.07,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35221,,Repair blood vessel lesion,A,,26.62,10.10,NA,10.10,,5.58,42.30,42.30,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35226,,Repair blood vessel lesion,A,,15.30,5.95,NA,5.95,,3.37,24.62,24.62,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35231,,Repair blood vessel lesion,A,,21.16,10.37,NA,10.37,,3.98,35.51,35.51,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35236,,Repair blood vessel lesion,A,,18.02,7.04,NA,7.04,,3.82,28.88,28.88,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35241,,Repair blood vessel lesion,A,,25.58,10.33,NA,10.33,,6.02,41.93,41.93,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35246,,Repair blood vessel lesion,A,,28.23,11.03,NA,11.03,,6.41,45.67,45.67,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35251,,Repair blood vessel lesion,A,,31.91,10.78,NA,10.78,,6.69,49.38,49.38,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35256,,Repair blood vessel lesion,A,,19.06,6.94,NA,6.94,,4.17,30.17,30.17,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35261,,Repair blood vessel lesion,A,,18.96,7.85,NA,7.85,,4.44,31.25,31.25,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35266,,Repair blood vessel lesion,A,,15.83,6.35,NA,6.35,,3.46,25.64,25.64,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35271,,Repair blood vessel lesion,A,,24.58,9.97,NA,9.97,,5.87,40.42,40.42,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35276,,Repair blood vessel lesion,A,,25.83,10.76,NA,10.76,,5.78,42.37,42.37,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35281,,Repair blood vessel lesion,A,,30.06,11.30,NA,11.30,,6.49,47.85,47.85,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35286,,Repair blood vessel lesion,A,,17.19,6.75,NA,6.75,,3.79,27.73,27.73,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35301,,Rechanneling of artery,A,,21.16,7.64,NA,7.64,,4.71,33.51,33.51,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35302,,Rechanneling of artery,A,,21.35,7.38,NA,7.38,,4.71,33.44,33.44,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35303,,Rechanneling of artery,A,,23.60,8.13,NA,8.13,,5.19,36.92,36.92,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35304,,Rechanneling of artery,A,,24.60,8.19,NA,8.19,,5.40,38.19,38.19,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35305,,Rechanneling of artery,A,,23.60,7.88,NA,7.88,,5.19,36.67,36.67,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35306,,Rechanneling of artery,A,,9.25,2.36,NA,2.36,,2.09,13.70,13.70,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35311,,Rechanneling of artery,A,,28.60,7.54,NA,7.54,,6.41,42.55,42.55,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35321,,Rechanneling of artery,A,,16.59,5.97,NA,5.97,,3.61,26.17,26.17,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35331,,Rechanneling of artery,A,,27.72,9.11,NA,9.11,,6.16,42.99,42.99,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35341,,Rechanneling of artery,A,,26.21,8.81,NA,8.81,,5.80,40.82,40.82,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35351,,Rechanneling of artery,A,,24.61,8.01,NA,8.01,,5.40,38.02,38.02,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35355,,Rechanneling of artery,A,,19.86,6.58,NA,6.58,,4.36,30.80,30.80,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35361,,Rechanneling of artery,A,,30.24,8.27,NA,8.27,,6.88,45.39,45.39,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35363,,Rechanneling of artery,A,,32.35,11.89,NA,11.89,,7.24,51.48,51.48,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35371,,Rechanneling of artery,A,,15.31,5.64,NA,5.64,,3.37,24.32,24.32,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35372,,Rechanneling of artery,A,,18.58,6.43,NA,6.43,,4.07,29.08,29.08,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35390,,Reoperation carotid add-on,A,,3.19,0.82,NA,0.82,,0.70,4.71,4.71,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35400,,Angioscopy,A,,3.00,0.75,NA,0.75,,0.65,4.40,4.40,0,ZZZ,0.00,0.00,0.00,0,0,0,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35450,,Repair arterial blockage,A,,10.05,2.92,NA,2.92,,2.15,15.12,15.12,0,000,0.00,0.00,0.00,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35452,,Repair arterial blockage,A,,6.90,1.69,NA,1.69,,1.51,10.10,10.10,0,000,0.00,0.00,0.00,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35458,,Repair arterial blockage,A,,9.48,2.95,NA,2.95,,2.05,14.48,14.48,0,000,0.00,0.00,0.00,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35460,,Repair venous blockage,A,,6.03,1.88,NA,1.88,,1.26,9.17,9.17,0,000,0.00,0.00,0.00,2,1,1,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35471,,Repair arterial blockage,A,,10.05,59.68,,3.35,,1.90,71.63,15.30,0,000,0.00,0.00,0.00,2,1,1,0,0,,35.8228,09,0,99,0.00,0.00,0.00
35472,,Repair arterial blockage,A,,6.90,43.91,,2.17,,1.38,52.19,10.45,0,000,0.00,0.00,0.00,2,1,0,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35475,,Repair arterial blockage,R,,6.60,37.34,,2.31,,1.01,44.95,9.92,0,000,0.00,0.00,0.00,2,1,1,0,0,,35.8228,09,0,99,0.00,0.00,0.00
35476,,Repair venous blockage,A,,5.10,35.24,,2.12,,0.67,41.01,7.89,0,000,0.00,0.00,0.00,2,1,1,0,0,,35.8228,09,0,99,0.00,0.00,0.00
3550F,,Low rsk thromboembolism,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35500,,Harvest vein for bypass,A,,6.44,1.60,NA,1.60,,1.43,9.47,9.47,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35501,,Art byp grft ipsilat carotid,A,,29.09,8.84,NA,8.84,,6.41,44.34,44.34,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35506,,Art byp grft subclav-carotid,A,,25.33,6.94,NA,6.94,,5.76,38.03,38.03,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35508,,Art byp grft carotid-vertbrl,A,,26.09,7.62,NA,7.62,,6.24,39.95,39.95,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35509,,Art byp grft contral carotid,A,,28.09,7.72,NA,7.72,,6.38,42.19,42.19,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3551F,,Intrmed rsk thromboembolism,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35510,,Art byp grft carotid-brchial,A,,24.39,6.77,NA,6.77,,5.53,36.69,36.69,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35511,,Art byp grft subclav-subclav,A,,22.20,10.45,NA,10.45,,5.05,37.70,37.70,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35512,,Art byp grft subclav-brchial,A,,23.89,6.67,NA,6.67,,5.43,35.99,35.99,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35515,,Art byp grft subclav-vertbrl,A,,26.09,7.62,NA,7.62,,5.92,39.63,39.63,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35516,,Art byp grft subclav-axilary,A,,24.21,6.70,NA,6.70,,5.49,36.40,36.40,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35518,,Art byp grft axillary-axilry,A,,22.65,6.28,NA,6.28,,5.15,34.08,34.08,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3552F,,Hgh risk for thromboembolism,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35521,,Art byp grft axill-femoral,A,,24.13,6.97,NA,6.97,,5.48,36.58,36.58,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35522,,Art byp grft axill-brachial,A,,23.15,7.61,NA,7.61,,5.24,36.00,36.00,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35523,,Art byp grft brchl-ulnr-rdl,A,,24.13,8.66,NA,8.66,,5.24,38.03,38.03,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35525,,Art byp grft brachial-brchl,A,,21.69,7.40,NA,7.40,,4.62,33.71,33.71,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35526,,Art byp grft aor/carot/innom,A,,31.55,11.85,NA,11.85,,7.55,50.95,50.95,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35531,,Art byp grft aorcel/aormesen,A,,39.11,12.31,NA,12.31,,8.52,59.94,59.94,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35533,,Art byp grft axill/fem/fem,A,,29.92,8.21,NA,8.21,,6.79,44.92,44.92,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35535,,Art byp grft hepatorenal,A,,38.13,9.98,NA,9.98,,2.59,50.70,50.70,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35536,,Art byp grft splenorenal,A,,33.73,9.01,NA,9.01,,7.67,50.41,50.41,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35537,,Art byp grft aortoiliac,A,,41.88,10.81,NA,10.81,,9.51,62.20,62.20,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35538,,Art byp grft aortobi-iliac,A,,47.03,11.94,NA,11.94,,10.67,69.64,69.64,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35539,,Art byp grft aortofemoral,A,,44.11,11.29,NA,11.29,,10.02,65.42,65.42,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35540,,Art byp grft aortbifemoral,A,,49.33,12.39,NA,12.39,,10.85,72.57,72.57,0,090,0.09,0.84,0.07,2,1,1,1,0,,35.8228,09,0,99,0.00,0.00,0.00
3555F,,Pt inr measurement performed,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
35556,,Art byp grft fem-popliteal,A,,26.75,9.06,NA,9.06,,5.87,41.68,41.68,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35558,,Art byp grft fem-femoral,A,,23.13,8.46,NA,8.46,,5.11,36.70,36.70,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35560,,Art byp grft aortorenal,A,,34.03,9.07,NA,9.07,,7.73,50.83,50.83,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35563,,Art byp grft ilioiliac,A,,26.12,7.40,NA,7.40,,5.92,39.44,39.44,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35565,,Art byp grft iliofemoral,A,,25.13,8.47,NA,8.47,,5.49,39.09,39.09,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35566,,Art byp fem-ant-post tib/prl,A,,32.35,10.23,NA,10.23,,7.17,49.75,49.75,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35570,,Art byp tibial-tib/peroneal,A,,29.15,9.48,NA,9.48,,1.98,40.61,40.61,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35571,,Art byp pop-tibl-prl-other,A,,25.52,8.41,NA,8.41,,5.63,39.56,39.56,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35572,,Harvest femoropopliteal vein,A,,6.81,1.88,NA,1.88,,1.52,10.21,10.21,0,ZZZ,0.00,0.00,0.00,0,0,2,0,0,,35.8228,09,0,99,0.00,0.00,0.00
35583,,Vein byp grft fem-popliteal,A,,27.75,9.17,NA,9.17,,6.08,43.00,43.00,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35585,,Vein byp fem-tibial peroneal,A,,32.35,10.44,NA,10.44,,7.08,49.87,49.87,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35587,,Vein byp pop-tibl peroneal,A,,26.21,8.71,NA,8.71,,5.78,40.70,40.70,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35600,,Harvest art for cabg add-on,A,,4.94,1.45,NA,1.45,,1.15,7.54,7.54,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35601,,Art byp common ipsi carotid,A,,27.09,8.54,NA,8.54,,6.06,41.69,41.69,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35606,,Art byp carotid-subclavian,A,,22.46,7.43,NA,7.43,,5.02,34.91,34.91,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35612,,Art byp subclav-subclavian,A,,20.35,6.16,NA,6.16,,4.63,31.14,31.14,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35616,,Art byp subclav-axillary,A,,21.82,6.10,NA,6.10,,4.45,32.37,32.37,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35621,,Art byp axillary-femoral,A,,21.03,6.98,NA,6.98,,4.66,32.67,32.67,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35623,,Art byp axillary-pop-tibial,A,,25.92,7.35,NA,7.35,,5.87,39.14,39.14,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35626,,Art byp aorsubcl/carot/innom,A,,29.14,10.82,NA,10.82,,6.68,46.64,46.64,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35631,,Art byp aor-celiac-msn-renal,A,,36.03,10.95,NA,10.95,,8.05,55.03,55.03,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35632,,Art byp ilio-celiac,A,,36.13,9.56,NA,9.56,,2.46,48.15,48.15,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35633,,Art byp ilio-mesenteric,A,,39.11,12.00,NA,12.00,,2.66,53.77,53.77,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35634,,Art byp iliorenal,A,,35.33,9.39,NA,9.39,,2.39,47.11,47.11,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35636,,Art byp spenorenal,A,,31.75,8.59,NA,8.59,,7.21,47.55,47.55,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35637,,Art byp aortoiliac,A,,33.05,11.06,NA,11.06,,7.32,51.43,51.43,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35638,,Art byp aortobi-iliac,A,,33.60,11.36,NA,11.36,,7.49,52.45,52.45,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35642,,Art byp carotid-vertebral,A,,18.94,6.17,NA,6.17,,4.29,29.40,29.40,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35645,,Art byp subclav-vertebrl,A,,18.43,7.97,NA,7.97,,4.41,30.81,30.81,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35646,,Art byp aortobifemoral,A,,32.98,10.79,NA,10.79,,7.26,51.03,51.03,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35647,,Art byp aortofemoral,A,,29.73,9.96,NA,9.96,,6.60,46.29,46.29,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35650,,Art byp axillary-axillary,A,,20.16,7.36,NA,7.36,,4.40,31.92,31.92,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35654,,Art byp axill-fem-femoral,A,,26.28,8.69,NA,8.69,,5.80,40.77,40.77,0,090,0.09,0.84,0.07,2,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35656,,Art byp femoral-popliteal,A,,20.47,7.26,NA,7.26,,4.50,32.23,32.23,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35661,,Art byp femoral-femoral,A,,20.35,7.41,NA,7.41,,4.49,32.25,32.25,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35663,,Art byp ilioiliac,A,,23.93,8.17,NA,8.17,,5.23,37.33,37.33,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35665,,Art byp iliofemoral,A,,22.35,7.71,NA,7.71,,4.90,34.96,34.96,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35666,,Art byp fem-ant-post tib/prl,A,,23.66,8.91,NA,8.91,,5.20,37.77,37.77,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35671,,Art byp pop-tibl-prl-other,A,,20.77,8.01,NA,8.01,,4.57,33.35,33.35,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35681,,Composite byp grft pros&vein,A,,1.60,0.42,NA,0.42,,0.35,2.37,2.37,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35682,,Composite byp grft 2 veins,A,,7.19,1.74,NA,1.74,,1.59,10.52,10.52,0,ZZZ,0.00,0.00,0.00,0,0,0,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35683,,Composite byp grft 3/> segmt,A,,8.49,1.80,NA,1.80,,1.91,12.20,12.20,0,ZZZ,0.00,0.00,0.00,0,0,0,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35685,,Bypass graft patency/patch,A,,4.04,1.00,NA,1.00,,0.89,5.93,5.93,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35686,,Bypass graft/av fist patency,A,,3.34,0.71,NA,0.71,,0.72,4.77,4.77,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35691,,Art trnsposj vertbrl carotid,A,,18.41,5.58,NA,5.58,,4.18,28.17,28.17,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35693,,Art trnsposj subclavian,A,,15.73,5.56,NA,5.56,,3.58,24.87,24.87,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35694,,Art trnsposj subclav carotid,A,,19.28,5.76,NA,5.76,,4.37,29.41,29.41,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35695,,Art trnsposj carotid subclav,A,,20.06,5.93,NA,5.93,,4.55,30.54,30.54,0,090,0.09,0.84,0.07,2,1,2,1,0,,35.8228,09,0,99,0.00,0.00,0.00
35697,,Reimplant artery each,A,,3.00,0.73,NA,0.73,,0.66,4.39,4.39,0,ZZZ,0.00,0.00,0.00,0,0,2,2,0,,35.8228,09,0,99,0.00,0.00,0.00
